Country,Year,Disaster Type,Service Needed,Percent Needing Service,Percent Serviced
St. Vincent and the Grenadines,2008,Slides,Relocation,0.1,0.25
Anguilla,2001,Earthquake,Relocation,0.15,0.35
Monterrat,2007,Other,Broken Bone,0.3,0.55
St. Lucia,2017,Slides,Relocation,0.1,0.45
Anguilla,2010,Flood,Relocation,0.3,0.6
St. Kits and Nevis,2009,Slides,Relocation,0.1,0.35
Monterrat,2006,Other,Relocation,0.1,0.5
Guadeloupe,2011,Other,Relocation,0.1,0.7
Britis Virgin Islands,2007,Wind Storms,Broken Bone,0.2,0.55
Anguilla,2003,Earthquake,Burns,0.14,0.05
Monterrat,2009,Flood,Relocation,0.3,0.55
Barbados,2006,Other,Broken Bone,0.3,0.45
St. Kits and Nevis,2006,Wind Storms,Malnourishment,0.2,0.7
St. Vincent and the Grenadines,2003,Other,Malnourishment,0.3,0.65
Monterrat,2003,Earthquake,Broken Bone,0.25,0.25
Anguilla,2013,Volcanoes,Malnourishment,0.15,0.8
Anguilla,2005,Other,Malnourishment,0.3,0.85
Barbados,2009,Earthquake,Abrasions,0.16,0.6
St. Kits and Nevis,2001,Earthquake,Malnourishment,0.25,0.65
Antigua and Barbuda,2016,Slides,Relocation,0.1,0.6
St. Lucia,2009,Earthquake,Abrasions,0.16,0.6
Monterrat,2011,Earthquake,Malnourishment,0.25,0.25
Anguilla,2018,Other,Broken Bone,0.3,0.45
Anguilla,2012,Earthquake,Broken Bone,0.25,0.6
Monterrat,2001,Slides,Relocation,0.1,0.45
Virgin Islands,2013,Wind Storms,Broken Bone,0.2,0.3
St. Vincent and the Grenadines,2015,Flood,Malnourishment,0.35,0.8
Monterrat,2015,Wind Storms,Broken Bone,0.2,0.4
St. Lucia,2017,Slides,Relocation,0.1,0.55
Anguilla,2003,Flood,Broken Bone,0.125,0.5
Netherlands Antilles,2001,Flood,Relocation,0.3,0.3
St. Vincent and the Grenadines,2005,Wind Storms,Malnourishment,0.2,0.55
Puerto Rico,2006,Flood,Relocation,0.3,0.25
Virgin Islands,2009,Slides,Relocation,0.1,0.45
El Salvador,2006,Flood,Burns,0.075,0.25
Turks and Calcos Islands,2013,Slides,Relocation,0.1,0.2
Anguilla,2010,Volcanoes,Abrasions,0.325,0.6
Guadeloupe,2000,Wind Storms,Malnourishment,0.2,0.6
St. Lucia,2000,Slides,Relocation,0.1,0.4
Monterrat,2008,Wind Storms,Abrasions,0.4,0.7
Grenada,2006,Wind Storms,Abrasions,0.4,0.6
Cayman Islands,2013,Flood,Relocation,0.3,0.65
Britis Virgin Islands,2000,Flood,Abrasions,0.125,0.6
Antigua and Barbuda,2017,Earthquake,Malnourishment,0.25,0.8
Anguilla,2015,Flood,Burns,0.075,0.5
Anguilla,2014,Flood,Abrasions,0.125,0.4
Anguilla,2017,Flood,Relocation,0.3,0.6
Martinique,2016,Slides,Relocation,0.1,0.4
Anguilla,2017,Flood,Limb Amputation,0.025,0.1
Anguilla,2014,Earthquake,Relocation,0.15,0.55
Guadeloupe,2000,Flood,Malnourishment,0.35,0.85
Monterrat,2012,Volcanoes,Abrasions,0.325,0.65
Anguilla,2011,Flood,Relocation,0.3,0.3
Anguilla,2013,Wind Storms,Broken Bone,0.2,0.4
St. Vincent and the Grenadines,2006,Wind Storms,Burns,0.075,0.5
St. Kits and Nevis,2009,Earthquake,Abrasions,0.16,0.75
Monterrat,2008,Wind Storms,Malnourishment,0.2,0.8
Barbados,2006,Earthquake,Broken Bone,0.25,0.45
Anguilla,2001,Flood,Broken Bone,0.125,0.45
St. Vincent and the Grenadines,2006,Earthquake,Abrasions,0.16,0.7
St. Kits and Nevis,2013,Wind Storms,Malnourishment,0.2,0.75
Anguilla,2014,Other,Malnourishment,0.3,0.75
Antigua and Barbuda,2002,Flood,Malnourishment,0.35,0.7
Britis Virgin Islands,2013,Other,Malnourishment,0.3,0.7
Anguilla,2009,Flood,Relocation,0.3,0.4
Monterrat,2015,Flood,Broken Bone,0.125,0.45
Monterrat,2013,Wind Storms,Broken Bone,0.2,0.4
Jamaica,2012,Flood,Abrasions,0.125,0.6
Martinique,2015,Wind Storms,Relocation,0.1,0.4
Monterrat,2018,Flood,Malnourishment,0.35,0.4
Monterrat,2003,Slides,Relocation,0.1,0.45
Monterrat,2017,Earthquake,Broken Bone,0.25,0.45
Anguilla,2016,Earthquake,Burns,0.14,0.05
Dominica,2017,Earthquake,Relocation,0.15,0.55
Dominica,2013,Flood,Abrasions,0.125,0.7
Antigua and Barbuda,2006,Wind Storms,Abrasions,0.4,0.7
Monterrat,2007,Flood,Malnourishment,0.35,0.7
Haiti,2003,Wind Storms,Broken Bone,0.2,0.5
Antigua and Barbuda,2006,Wind Storms,Abrasions,0.4,0.7
Monterrat,2012,Wind Storms,Burns,0.075,0.35
Anguilla,2004,Wind Storms,Abrasions,0.4,0.75
Britis Virgin Islands,2014,Earthquake,Relocation,0.15,0.5
St. Vincent and the Grenadines,2017,Wind Storms,Abrasions,0.4,0.55
Monterrat,2002,Earthquake,Limb Amputation,0.05,0.1
Grenada,2015,Other,Broken Bone,0.3,0.75
Anguilla,2012,Wind Storms,Malnourishment,0.2,0.35
St. Vincent and the Grenadines,2012,Volcanoes,Burns,0.325,0.55
Cayman Islands,2008,Wind Storms,Relocation,0.1,0.6
Barbados,2017,Slides,Relocation,0.1,0.35
Anguilla,2015,Flood,Burns,0.075,0.3
Anguilla,2006,Slides,Relocation,0.1,0.65
St. Vincent and the Grenadines,2014,Flood,Malnourishment,0.35,0.7
St. Kits and Nevis,2009,Wind Storms,Abrasions,0.4,0.6
Monterrat,2004,Other,Broken Bone,0.3,0.6
Guadeloupe,2015,Flood,Malnourishment,0.35,0.8
Anguilla,2000,Flood,Malnourishment,0.35,0.7
Jamaica,2006,Flood,Malnourishment,0.35,0.9
Monterrat,2007,Wind Storms,Relocation,0.1,0.4
Anguilla,2006,Volcanoes,Abrasions,0.325,0.5
Anguilla,2009,Earthquake,Broken Bone,0.25,0.4
Grenada,2007,Flood,Relocation,0.3,0.5
St. Vincent and the Grenadines,2009,Flood,Malnourishment,0.35,0.2
Britis Virgin Islands,2017,Flood,Malnourishment,0.35,0.7
Antigua and Barbuda,2017,Flood,Broken Bone,0.125,0.3
Monterrat,2000,Slides,Relocation,0.1,0.45
Netherlands Antilles,2006,Wind Storms,Abrasions,0.4,0.7
Monterrat,2017,Earthquake,Relocation,0.15,0.25
Anguilla,2006,Wind Storms,Malnourishment,0.2,0.9
Grenada,2004,Other,Relocation,0.1,0.4
St. Lucia,2010,Slides,Relocation,0.1,0.55
Anguilla,2008,Wind Storms,Burns,0.075,0.2
Britis Virgin Islands,2015,Wind Storms,Broken Bone,0.2,0.4
Britis Virgin Islands,2013,Wind Storms,Abrasions,0.4,0.9
Grenada,2013,Flood,Malnourishment,0.35,0.35
St. Lucia,2000,Wind Storms,Abrasions,0.4,0.4
St. Lucia,2013,Flood,Relocation,0.3,0.45
Monterrat,2008,Other,Broken Bone,0.3,0.35
St. Kits and Nevis,2009,Slides,Relocation,0.1,0.5
St. Kits and Nevis,2007,Wind Storms,Abrasions,0.4,0.5
Monterrat,2010,Volcanoes,Limb Amputation,0.1,0.05
Monterrat,2006,Wind Storms,Relocation,0.1,0.5
St. Vincent and the Grenadines,2013,Wind Storms,Abrasions,0.4,0.8
Anguilla,2011,Other,Broken Bone,0.3,0.9
Monterrat,2006,Flood,Malnourishment,0.35,0.5
Monterrat,2010,Flood,Malnourishment,0.35,0.75
Monterrat,2000,Wind Storms,Limb Amputation,0.025,0.15
Anguilla,2003,Earthquake,Abrasions,0.16,0.6
Grenada,2008,Wind Storms,Abrasions,0.4,0.65
Monterrat,2007,Flood,Relocation,0.3,0.65
St. Vincent and the Grenadines,2009,Wind Storms,Abrasions,0.4,0.8
Monterrat,2006,Flood,Malnourishment,0.35,0.65
St. Kits and Nevis,2003,Flood,Limb Amputation,0.025,0.2
Turks and Calcos Islands,2008,Wind Storms,Broken Bone,0.2,0.4
St. Vincent and the Grenadines,2014,Flood,Malnourishment,0.35,0.4
Grenada,2013,Volcanoes,Abrasions,0.325,0.65
Monterrat,2013,Flood,Abrasions,0.125,0.45
Britis Virgin Islands,2015,Volcanoes,Malnourishment,0.15,0.7
Anguilla,2010,Flood,Relocation,0.3,0.35
Martinique,2008,Wind Storms,Malnourishment,0.2,0.65
Guadeloupe,2007,Wind Storms,Abrasions,0.4,0.65
Monterrat,2017,Flood,Malnourishment,0.35,0.65
Guadeloupe,2010,Flood,Relocation,0.3,0.3
Grenada,2016,Flood,Malnourishment,0.35,0.8
St. Vincent and the Grenadines,2002,Other,Burns,0.06,0.15
Guadeloupe,2017,Wind Storms,Relocation,0.1,0.25
Anguilla,2013,Flood,Abrasions,0.125,0.6
Monterrat,2012,Flood,Abrasions,0.125,0.65
St. Kits and Nevis,2009,Flood,Abrasions,0.125,0.65
Anguilla,2017,Earthquake,Relocation,0.15,0.65
Monterrat,2011,Slides,Relocation,0.1,0.75
Anguilla,2009,Earthquake,Relocation,0.15,0.45
Barbados,2013,Earthquake,Malnourishment,0.25,0.65
Anguilla,2009,Other,Broken Bone,0.3,0.15
Anguilla,2009,Wind Storms,Broken Bone,0.2,0.1
Monterrat,2017,Wind Storms,Abrasions,0.4,0.75
Anguilla,2017,Flood,Relocation,0.3,0.5
Virgin Islands,2006,Flood,Malnourishment,0.35,0.6
St. Kits and Nevis,2007,Slides,Relocation,0.1,0.3
St. Kits and Nevis,2017,Wind Storms,Malnourishment,0.2,0.7
Anguilla,2008,Wind Storms,Broken Bone,0.2,0.45
Monterrat,2012,Earthquake,Broken Bone,0.25,0.35
Monterrat,2000,Flood,Abrasions,0.125,0.7
St. Vincent and the Grenadines,2018,Wind Storms,Abrasions,0.4,0.85
Anguilla,2010,Flood,Malnourishment,0.35,0.65
Barbados,2001,Flood,Burns,0.075,0.1
Monterrat,2017,Flood,Relocation,0.3,0.55
St. Vincent and the Grenadines,2003,Wind Storms,Relocation,0.1,1
Monterrat,2006,Other,Malnourishment,0.3,0.7
Anguilla,2013,Flood,Burns,0.075,0.45
Nicaragua,2018,Slides,Relocation,0.1,0.45
Martinique,2014,Flood,Relocation,0.3,0.55
Grenada,2014,Other,Malnourishment,0.3,0.85
Antigua and Barbuda,2010,Flood,Relocation,0.3,0.55
St. Kits and Nevis,2009,Wind Storms,Malnourishment,0.2,0.75
Monterrat,2017,Flood,Abrasions,0.125,0.6
Martinique,2011,Earthquake,Abrasions,0.16,0.65
Grenada,2008,Flood,Abrasions,0.125,0.65
Monterrat,2010,Wind Storms,Malnourishment,0.2,0.7
St. Kits and Nevis,2017,Flood,Malnourishment,0.35,0.7
Anguilla,2006,Wind Storms,Relocation,0.1,0.4
St. Kits and Nevis,2018,Other,Malnourishment,0.3,0.6
Barbados,2015,Wind Storms,Broken Bone,0.2,0.4
Anguilla,2009,Earthquake,Malnourishment,0.25,0.7
Antigua and Barbuda,2013,Earthquake,Broken Bone,0.25,0.5
St. Lucia,2006,Earthquake,Malnourishment,0.25,0.7
Grenada,2013,Wind Storms,Abrasions,0.4,0.75
Antigua and Barbuda,2008,Slides,Relocation,0.1,0.5
Antigua and Barbuda,2007,Other,Malnourishment,0.3,0.7
Barbados,2014,Other,Malnourishment,0.3,0.75
Trinidad and Tobago,2006,Earthquake,Broken Bone,0.25,0.4
Martinique,2014,Flood,Broken Bone,0.125,0.55
Barbados,2009,Wind Storms,Broken Bone,0.2,0.3
Monterrat,2018,Earthquake,Relocation,0.15,0.45
Mexico,2014,Flood,Relocation,0.3,0.45
St. Kits and Nevis,2012,Slides,Relocation,0.1,0.15
Monterrat,2001,Flood,Broken Bone,0.125,0.35
St. Lucia,2008,Flood,Abrasions,0.125,0.55
Barbados,2006,Flood,Malnourishment,0.35,0.7
St. Kits and Nevis,2017,Wind Storms,Malnourishment,0.2,0.85
St. Vincent and the Grenadines,2002,Wind Storms,Broken Bone,0.2,0.4
Britis Virgin Islands,2007,Earthquake,Broken Bone,0.25,0.2
Monterrat,2008,Other,Burns,0.06,0.15
El Salvador,2013,Wind Storms,Relocation,0.1,0.6
Anguilla,2006,Other,Broken Bone,0.3,0.3
Antigua and Barbuda,2015,Earthquake,Broken Bone,0.25,0.35
Guadeloupe,2009,Earthquake,Abrasions,0.16,0.65
Monterrat,2001,Earthquake,Relocation,0.15,0.1
Grenada,2014,Flood,Malnourishment,0.35,0.55
St. Kits and Nevis,2003,Wind Storms,Abrasions,0.4,0.5
St. Vincent and the Grenadines,2002,Flood,Relocation,0.3,0.2
Guadeloupe,2014,Other,Relocation,0.1,0.4
Turks and Calcos Islands,2009,Volcanoes,Burns,0.325,0.4
Monterrat,2006,Flood,Relocation,0.3,0.65
Anguilla,2006,Wind Storms,Abrasions,0.4,0.6
Nicaragua,2001,Earthquake,Burns,0.14,0.2
Cayman Islands,2017,Flood,Malnourishment,0.35,0.65
St. Vincent and the Grenadines,2017,Wind Storms,Broken Bone,0.2,0.35
St. Kits and Nevis,2008,Wind Storms,Malnourishment,0.2,0.55
Anguilla,2015,Earthquake,Broken Bone,0.25,0.4
Virgin Islands,2010,Wind Storms,Abrasions,0.4,0.75
Grenada,2010,Slides,Relocation,0.1,0.55
Dominica,2006,Earthquake,Broken Bone,0.25,0.25
Grenada,2013,Earthquake,Broken Bone,0.25,0.4
Anguilla,2002,Earthquake,Relocation,0.15,0.25
St. Lucia,2017,Wind Storms,Relocation,0.1,0.65
St. Vincent and the Grenadines,2009,Wind Storms,Malnourishment,0.2,0.6
Monterrat,2001,Flood,Relocation,0.3,0.1
St. Lucia,2004,Flood,Relocation,0.3,0.5
Monterrat,2008,Earthquake,Broken Bone,0.25,0.55
St. Kits and Nevis,2017,Wind Storms,Malnourishment,0.2,0.8
Anguilla,2007,Other,Abrasions,0.2,0.55
Monterrat,2006,Wind Storms,Malnourishment,0.2,0.65
St. Vincent and the Grenadines,2003,Slides,Relocation,0.1,0.45
Puerto Rico,2015,Slides,Relocation,0.1,0.55
Guadeloupe,2015,Wind Storms,Abrasions,0.4,0.5
Puerto Rico,2010,Wind Storms,Malnourishment,0.2,0.75
Barbados,2009,Slides,Relocation,0.1,0.85
Anguilla,2009,Wind Storms,Abrasions,0.4,0.55
Anguilla,2015,Slides,Relocation,0.1,0.6
Grenada,2017,Flood,Relocation,0.3,0.65
Britis Virgin Islands,2009,Other,Abrasions,0.2,0.75
Anguilla,2014,Other,Malnourishment,0.3,0.95
Barbados,2006,Flood,Malnourishment,0.35,0.8
Britis Virgin Islands,2013,Wind Storms,Relocation,0.1,0.45
Trinidad and Tobago,2012,Flood,Abrasions,0.125,0.6
Anguilla,2017,Earthquake,Broken Bone,0.25,0.3
St. Vincent and the Grenadines,2017,Slides,Relocation,0.1,0.5
Anguilla,2012,Wind Storms,Abrasions,0.4,0.55
St. Kits and Nevis,2009,Flood,Malnourishment,0.35,0.65
Britis Virgin Islands,2014,Flood,Malnourishment,0.35,0.8
St. Vincent and the Grenadines,2001,Flood,Malnourishment,0.35,0.75
Martinique,2018,Flood,Burns,0.075,0.2
Barbados,2017,Earthquake,Burns,0.14,0.4
Cayman Islands,2012,Flood,Relocation,0.3,0.5
Monterrat,2001,Flood,Abrasions,0.125,0.7
Britis Virgin Islands,2017,Wind Storms,Broken Bone,0.2,0.55
Puerto Rico,2008,Flood,Abrasions,0.125,0.7
Anguilla,2006,Wind Storms,Broken Bone,0.2,0.4
Monterrat,2000,Wind Storms,Abrasions,0.4,0.75
Guadeloupe,2006,Wind Storms,Broken Bone,0.2,0.75
Barbados,2008,Wind Storms,Abrasions,0.4,0.5
Monterrat,2009,Wind Storms,Malnourishment,0.2,0.55
Guadeloupe,2003,Other,Malnourishment,0.3,0.7
Monterrat,2001,Other,Malnourishment,0.3,0.85
St. Lucia,2006,Flood,Malnourishment,0.35,0.7
Dominica,2018,Flood,Relocation,0.3,0.9
Dominica,2017,Earthquake,Malnourishment,0.25,0.7
Monterrat,2009,Wind Storms,Abrasions,0.4,0.75
Virgin Islands,2013,Wind Storms,Relocation,0.1,0.35
St. Kits and Nevis,2001,Other,Broken Bone,0.3,0.4
Guadeloupe,2007,Flood,Malnourishment,0.35,0.7
Virgin Islands,2018,Wind Storms,Broken Bone,0.2,0.4
Monterrat,2017,Wind Storms,Relocation,0.1,0.5
St. Vincent and the Grenadines,2006,Flood,Malnourishment,0.35,0.7
Guadeloupe,2016,Other,Malnourishment,0.3,0.8
St. Vincent and the Grenadines,2001,Slides,Relocation,0.1,0.45
Anguilla,2013,Flood,Abrasions,0.125,0.35
Dominica,2013,Slides,Relocation,0.1,0.35
Anguilla,2017,Slides,Relocation,0.1,0.5
Antigua and Barbuda,2010,Slides,Relocation,0.1,0.45
Monterrat,2009,Flood,Relocation,0.3,0.25
Guadeloupe,2008,Flood,Relocation,0.3,0.5
Monterrat,2005,Flood,Relocation,0.3,0.3
Monterrat,2009,Flood,Relocation,0.3,0.55
St. Kits and Nevis,2012,Flood,Relocation,0.3,0.6
Anguilla,2010,Earthquake,Abrasions,0.16,0.65
St. Kits and Nevis,2012,Flood,Limb Amputation,0.025,0.05
Cayman Islands,2001,Slides,Relocation,0.1,0.6
St. Lucia,2009,Slides,Relocation,0.1,0.5
St. Vincent and the Grenadines,2009,Earthquake,Relocation,0.15,0.6
Guadeloupe,2009,Wind Storms,Malnourishment,0.2,0.6
Grenada,2009,Flood,Malnourishment,0.35,0.75
Anguilla,2015,Flood,Malnourishment,0.35,0.95
Monterrat,2007,Wind Storms,Burns,0.075,0.25
Martinique,2013,Wind Storms,Broken Bone,0.2,0.2
Anguilla,2003,Slides,Relocation,0.1,0.45
Virgin Islands,2015,Earthquake,Relocation,0.15,0.45
Anguilla,2013,Flood,Relocation,0.3,0.75
Cayman Islands,2013,Earthquake,Relocation,0.15,0.6
St. Vincent and the Grenadines,2018,Volcanoes,Burns,0.325,0.2
Britis Virgin Islands,2017,Slides,Relocation,0.1,0.5
St. Vincent and the Grenadines,2013,Flood,Malnourishment,0.35,0.65
Dominica,2014,Wind Storms,Abrasions,0.4,0.85
Monterrat,2010,Wind Storms,Limb Amputation,0.025,0.15
Anguilla,2002,Flood,Relocation,0.3,0.35
St. Kits and Nevis,2008,Wind Storms,Malnourishment,0.2,0.85
Anguilla,2012,Flood,Burns,0.075,0.25
St. Lucia,2008,Flood,Broken Bone,0.125,0.65
Cayman Islands,2017,Earthquake,Malnourishment,0.25,0.65
St. Vincent and the Grenadines,2014,Flood,Relocation,0.3,0.2
Monterrat,2010,Flood,Abrasions,0.125,0.65
St. Vincent and the Grenadines,2008,Wind Storms,Broken Bone,0.2,0.4
St. Vincent and the Grenadines,2008,Earthquake,Abrasions,0.16,0.75
Netherlands Antilles,2017,Volcanoes,Malnourishment,0.15,0.65
Anguilla,2008,Wind Storms,Abrasions,0.4,0.7
Monterrat,2008,Flood,Malnourishment,0.35,0.65
Monterrat,2014,Volcanoes,Limb Amputation,0.1,0.6
Monterrat,2009,Flood,Malnourishment,0.35,0.7
Antigua and Barbuda,2008,Flood,Malnourishment,0.35,0.65
Monterrat,2001,Flood,Malnourishment,0.35,0.75
Britis Virgin Islands,2014,Earthquake,Broken Bone,0.25,0.4
Barbados,2006,Volcanoes,Malnourishment,0.15,0.7
St. Vincent and the Grenadines,2016,Flood,Relocation,0.3,0.7
St. Vincent and the Grenadines,2017,Other,Abrasions,0.2,0.45
St. Lucia,2017,Wind Storms,Broken Bone,0.2,0.35
Netherlands Antilles,2006,Flood,Malnourishment,0.35,0.7
Barbados,2018,Slides,Relocation,0.1,0.75
St. Kits and Nevis,2017,Earthquake,Burns,0.14,0.35
Monterrat,2017,Flood,Malnourishment,0.35,0.55
Anguilla,2008,Flood,Malnourishment,0.35,0.55
Grenada,2007,Wind Storms,Malnourishment,0.2,0.7
Anguilla,2018,Earthquake,Broken Bone,0.25,0.35
Britis Virgin Islands,2003,Wind Storms,Malnourishment,0.2,0.9
Cayman Islands,2009,Earthquake,Relocation,0.15,0.5
Monterrat,2015,Wind Storms,Burns,0.075,0.2
Anguilla,2008,Earthquake,Relocation,0.15,0.6
St. Vincent and the Grenadines,2010,Flood,Relocation,0.3,0.45
Cayman Islands,2006,Wind Storms,Malnourishment,0.2,0.55
Anguilla,2004,Wind Storms,Malnourishment,0.2,0.6
Cayman Islands,2007,Earthquake,Malnourishment,0.25,0.65
Turks and Calcos Islands,2000,Flood,Malnourishment,0.35,0.9
St. Kits and Nevis,2007,Earthquake,Malnourishment,0.25,0.6
Grenada,2007,Slides,Relocation,0.1,0.65
St. Lucia,2017,Earthquake,Relocation,0.15,0.3
Monterrat,2017,Other,Malnourishment,0.3,0.5
Martinique,2015,Volcanoes,Burns,0.325,0.2
Anguilla,2017,Volcanoes,Malnourishment,0.15,0.5
Monterrat,2000,Flood,Abrasions,0.125,0.85
Monterrat,2013,Flood,Malnourishment,0.35,0.7
St. Kits and Nevis,2017,Flood,Malnourishment,0.35,0.7
Anguilla,2007,Wind Storms,Malnourishment,0.2,0.7
Monterrat,2014,Wind Storms,Abrasions,0.4,0.65
Anguilla,2014,Volcanoes,Abrasions,0.325,0.4
Britis Virgin Islands,2003,Slides,Relocation,0.1,0.65
Virgin Islands,2013,Flood,Relocation,0.3,0.55
Anguilla,2017,Wind Storms,Broken Bone,0.2,0.45
St. Lucia,2008,Flood,Broken Bone,0.125,0.6
Britis Virgin Islands,2008,Flood,Relocation,0.3,0.45
St. Kits and Nevis,2007,Wind Storms,Abrasions,0.4,0.5
Antigua and Barbuda,2008,Flood,Abrasions,0.125,0.6
Virgin Islands,2017,Slides,Relocation,0.1,0.5
St. Vincent and the Grenadines,2013,Earthquake,Malnourishment,0.25,0.65
Martinique,2016,Flood,Relocation,0.3,0.7
Monterrat,2014,Flood,Malnourishment,0.35,0.5
Guadeloupe,2017,Flood,Burns,0.075,0.75
Antigua and Barbuda,2003,Flood,Malnourishment,0.35,0.7
Virgin Islands,2017,Slides,Relocation,0.1,0.2
St. Kits and Nevis,2000,Other,Malnourishment,0.3,0.7
Anguilla,2007,Flood,Abrasions,0.125,0.75
Virgin Islands,2006,Wind Storms,Abrasions,0.4,0.65
St. Kits and Nevis,2008,Flood,Relocation,0.3,0.6
Virgin Islands,2008,Earthquake,Abrasions,0.16,0.5
Anguilla,2002,Wind Storms,Burns,0.075,0.2
Monterrat,2007,Wind Storms,Broken Bone,0.2,0.35
Monterrat,2013,Other,Abrasions,0.2,0.5
Monterrat,2004,Earthquake,Relocation,0.15,0.35
Guadeloupe,2006,Flood,Burns,0.075,0.2
Monterrat,2000,Flood,Malnourishment,0.35,0.7
Guadeloupe,2008,Earthquake,Malnourishment,0.25,0.8
Martinique,2003,Other,Broken Bone,0.3,0.4
Antigua and Barbuda,2013,Wind Storms,Malnourishment,0.2,0.7
Anguilla,2017,Slides,Relocation,0.1,0.45
Monterrat,2006,Earthquake,Broken Bone,0.25,0.4
Jamaica,2002,Wind Storms,Malnourishment,0.2,0.7
Monterrat,2004,Wind Storms,Relocation,0.1,0.5
St. Lucia,2014,Slides,Relocation,0.1,0.35
Monterrat,2008,Flood,Malnourishment,0.35,0.6
Barbados,2009,Other,Malnourishment,0.3,0.7
Antigua and Barbuda,2006,Wind Storms,Abrasions,0.4,0.5
Guadeloupe,2013,Wind Storms,Abrasions,0.4,0.6
Grenada,2018,Flood,Malnourishment,0.35,0.6
Guadeloupe,2017,Flood,Burns,0.075,0.25
Britis Virgin Islands,2008,Volcanoes,Abrasions,0.325,0.7
St. Kits and Nevis,2001,Other,Malnourishment,0.3,0.65
Monterrat,2003,Wind Storms,Abrasions,0.4,0.65
Barbados,2008,Wind Storms,Abrasions,0.4,0.85
Monterrat,2018,Volcanoes,Malnourishment,0.15,0.75
St. Lucia,2012,Volcanoes,Burns,0.325,0.25
Anguilla,2015,Wind Storms,Malnourishment,0.2,0.7
Monterrat,2003,Flood,Malnourishment,0.35,0.7
St. Kits and Nevis,2017,Volcanoes,Burns,0.325,0.2
Monterrat,2006,Wind Storms,Abrasions,0.4,0.5
St. Lucia,2010,Other,Malnourishment,0.3,0.7
Guadeloupe,2006,Volcanoes,Burns,0.325,0.4
Grenada,2017,Earthquake,Broken Bone,0.25,0.4
Trinidad and Tobago,2008,Slides,Relocation,0.1,0.95
Guadeloupe,2003,Wind Storms,Abrasions,0.4,0.75
Anguilla,2009,Wind Storms,Broken Bone,0.2,0.2
Monterrat,2008,Other,Broken Bone,0.3,0.4
Grenada,2017,Other,Malnourishment,0.3,0.6
Monterrat,2003,Volcanoes,Malnourishment,0.15,0.65
Barbados,2001,Flood,Malnourishment,0.35,0.75
St. Lucia,2001,Wind Storms,Malnourishment,0.2,0.7
Monterrat,2000,Earthquake,Relocation,0.15,0.7
Grenada,2011,Slides,Relocation,0.1,0.55
El Salvador,2009,Flood,Abrasions,0.125,0.7
Dominica,2006,Volcanoes,Malnourishment,0.15,0.65
Monterrat,2011,Volcanoes,Abrasions,0.325,0.8
St. Kits and Nevis,2017,Other,Malnourishment,0.3,0.8
St. Kits and Nevis,2009,Earthquake,Burns,0.14,0.15
St. Kits and Nevis,2003,Wind Storms,Relocation,0.1,0.2
Antigua and Barbuda,2007,Flood,Limb Amputation,0.025,0.2
Grenada,2006,Slides,Relocation,0.1,0.65
Netherlands Antilles,2014,Earthquake,Broken Bone,0.25,0.55
Grenada,2018,Flood,Malnourishment,0.35,0.7
Anguilla,2002,Flood,Relocation,0.3,0.55
Antigua and Barbuda,2008,Wind Storms,Relocation,0.1,0.65
Monterrat,2001,Slides,Relocation,0.1,0.9
Guadeloupe,2013,Other,Broken Bone,0.3,0.4
Anguilla,2010,Wind Storms,Burns,0.075,0.2
Monterrat,2017,Wind Storms,Abrasions,0.4,0.55
Monterrat,2009,Wind Storms,Burns,0.075,0.15
Turks and Calcos Islands,2017,Earthquake,Broken Bone,0.25,0.4
Monterrat,2018,Other,Broken Bone,0.3,0.5
Anguilla,2010,Wind Storms,Broken Bone,0.2,0.45
St. Vincent and the Grenadines,2009,Volcanoes,Burns,0.325,0.45
Anguilla,2010,Flood,Relocation,0.3,0.5
Monterrat,2003,Flood,Relocation,0.3,0.5
Monterrat,2017,Earthquake,Malnourishment,0.25,0.8
Anguilla,2017,Other,Abrasions,0.2,0.8
Britis Virgin Islands,2003,Flood,Relocation,0.3,0.25
Monterrat,2006,Flood,Abrasions,0.125,0.7
El Salvador,2017,Other,Limb Amputation,0.04,0.1
St. Vincent and the Grenadines,2009,Wind Storms,Abrasions,0.4,0.65
Antigua and Barbuda,2001,Flood,Malnourishment,0.35,0.65
Monterrat,2001,Wind Storms,Broken Bone,0.2,0.45
Trinidad and Tobago,2009,Slides,Relocation,0.1,0.55
Dominica,2006,Flood,Relocation,0.3,0.3
Monterrat,2011,Volcanoes,Burns,0.325,0.15
Monterrat,2008,Other,Abrasions,0.2,0.65
Antigua and Barbuda,2006,Flood,Abrasions,0.125,0.65
Dominica,2002,Earthquake,Burns,0.14,0.2
Monterrat,2007,Other,Broken Bone,0.3,0.4
Barbados,2009,Other,Broken Bone,0.3,0.4
Guadeloupe,2006,Earthquake,Relocation,0.15,0.5
Cayman Islands,2013,Wind Storms,Abrasions,0.4,0.7
Barbados,2017,Flood,Malnourishment,0.35,0.85
St. Kits and Nevis,2003,Flood,Relocation,0.3,0.15
Barbados,2009,Wind Storms,Malnourishment,0.2,0.65
St. Kits and Nevis,2015,Slides,Relocation,0.1,0.65
